                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.00236,                   0.85,                      1,                0.14143,             0.00025454,             0.00025454,             0.00025454
                     67,                0.00341,                  0.875,                      1,                0.13394,             0.00024747,             0.00024747,             0.00024747
                     68,                0.00289,                    0.9,                      1,                0.13155,              0.0002404,              0.0002404,              0.0002404
                     69,                0.00149,                    0.9,                      1,                0.12968,             0.00023334,             0.00023334,             0.00023334
                     70,                0.00167,                    0.9,                      1,                0.13362,             0.00022627,             0.00022627,             0.00022627
                     71,                0.00222,                    0.9,                      1,                0.13333,              0.0002192,              0.0002192,              0.0002192
                     72,                 0.0023,                    0.9,                      1,                0.13168,             0.00021213,             0.00021213,             0.00021213
                     73,                0.00084,                    0.9,                      1,                0.13118,             0.00020506,             0.00020506,             0.00020506
                     74,                0.00093,                    0.9,                      1,                0.12935,             0.00019799,             0.00019799,             0.00019799
                     75,                 0.0019,                    0.9,                      1,                0.12932,             0.00019092,             0.00019092,             0.00019092
                     76,                0.00121,                  0.925,                      1,                0.12627,             0.00018385,             0.00018385,             0.00018385
                     77,                 0.0009,                    0.9,                      1,                0.12854,             0.00017679,             0.00017679,             0.00017679
                     78,                0.00081,                  0.925,                      1,                0.12697,             0.00016972,             0.00016972,             0.00016972
                     79,                0.00228,                    0.9,                      1,                0.12767,             0.00016265,             0.00016265,             0.00016265
                     80,                 0.0012,                    0.9,                      1,                0.12752,             0.00015558,             0.00015558,             0.00015558
                     81,                  0.002,                    0.9,                      1,                0.12901,             0.00014851,             0.00014851,             0.00014851
                     82,                0.00086,                    0.9,                      1,                0.12869,             0.00014144,             0.00014144,             0.00014144
                     83,                0.00055,                    0.9,                      1,                0.12817,             0.00013437,             0.00013437,             0.00013437
                     84,                0.00118,                    0.9,                      1,                0.12909,             0.00012731,             0.00012731,             0.00012731
                     85,                0.00254,                    0.9,                      1,                0.12921,             0.00012024,             0.00012024,             0.00012024
                     86,                0.00232,                    0.9,                      1,                0.12944,             0.00011317,             0.00011317,             0.00011317
                     87,                0.00046,                    0.9,                      1,                0.13011,              0.0001061,              0.0001061,              0.0001061
                     88,                0.00112,                    0.9,                      1,                0.12936,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.00103,                    0.9,                      1,                0.12773,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.00155,                    0.9,                      1,                0.12773,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.0017,                    0.9,                      1,                0.12711,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.00048,                    0.9,                      1,                0.12567,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.00064,                  0.925,                      1,                 0.1236,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.00202,                  0.925,                      1,                0.12321,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.00095,                  0.925,                      1,                0.12334,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.00125,                  0.925,                      1,                 0.1227,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.00158,                  0.925,                      1,                0.12259,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.00108,                  0.925,                      1,                 0.1228,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.00158,                  0.925,                      1,                0.12221,             2.1277e-05,             2.1277e-05,             2.1277e-05
