                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.31999,                0.54376,                      1,                0.61015,             0.00023624,             0.00023624,             0.00023624
                      1,                0.26834,                0.52886,                      1,                0.59902,             0.00046954,             0.00046954,             0.00046954
                      2,                0.22816,                0.63873,                      1,                 0.5616,             0.00069813,             0.00069813,             0.00069813
                      3,                0.20813,                0.66294,                      1,                0.54222,             0.00069279,             0.00069279,             0.00069279
                      4,                 0.1812,                 0.6648,                      1,                0.53016,             0.00069279,             0.00069279,             0.00069279
                      5,                0.17724,                0.69832,                      1,                0.53725,             0.00068573,             0.00068573,             0.00068573
                      6,                0.16247,                0.72067,                      1,                0.51765,             0.00067866,             0.00067866,             0.00067866
                      7,                0.15854,                0.73929,                      1,                0.50225,             0.00067159,             0.00067159,             0.00067159
                      8,                0.15978,                0.72626,                      1,                0.50997,             0.00066452,             0.00066452,             0.00066452
                      9,                0.15262,                0.79516,                      1,                 0.4888,             0.00065745,             0.00065745,             0.00065745
                     10,                 0.1411,                0.79888,                      1,                0.48544,             0.00065038,             0.00065038,             0.00065038
                     11,                0.13717,                0.78399,                      1,                0.49486,             0.00064331,             0.00064331,             0.00064331
                     12,                0.13474,                 0.7784,                      1,                0.49186,             0.00063625,             0.00063625,             0.00063625
                     13,                0.13112,                0.80447,                      1,                 0.4833,             0.00062918,             0.00062918,             0.00062918
                     14,                0.13001,                0.80447,                      1,                0.47606,             0.00062211,             0.00062211,             0.00062211
                     15,                0.12536,                0.78399,                      1,                0.48929,             0.00061504,             0.00061504,             0.00061504
                     16,                0.12596,                 0.7933,                      1,                0.48409,             0.00060797,             0.00060797,             0.00060797
                     17,                0.11795,                0.84358,                      1,                0.46695,              0.0006009,              0.0006009,              0.0006009
                     18,                0.11159,                0.78399,                      1,                0.48598,             0.00059383,             0.00059383,             0.00059383
                     19,                0.11374,                0.82868,                      1,                0.46257,             0.00058677,             0.00058677,             0.00058677
                     20,                 0.1076,                0.77467,                      1,                0.48643,              0.0005797,              0.0005797,              0.0005797
                     21,                0.10587,                0.81378,                      1,                0.46394,             0.00057263,             0.00057263,             0.00057263
                     22,                0.10444,                0.83985,                      1,                0.45733,             0.00056556,             0.00056556,             0.00056556
                     23,                0.10415,                0.82495,                      1,                0.46683,             0.00055849,             0.00055849,             0.00055849
                     24,                0.09563,                0.85102,                      1,                0.46097,             0.00055142,             0.00055142,             0.00055142
                     25,                0.10034,                0.86034,                      1,                 0.4513,             0.00054435,             0.00054435,             0.00054435
                     26,                0.10228,                0.84171,                      1,                0.46118,             0.00053728,             0.00053728,             0.00053728
                     27,                0.09676,                0.83799,                      1,                0.45868,             0.00053022,             0.00053022,             0.00053022
                     28,                0.08982,                 0.8622,                      1,                0.45018,             0.00052315,             0.00052315,             0.00052315
                     29,                0.08962,                0.85102,                      1,                0.45103,             0.00051608,             0.00051608,             0.00051608
                     30,                0.08774,                 0.8473,                      1,                0.44974,             0.00050901,             0.00050901,             0.00050901
                     31,                0.08369,                0.87709,                      1,                0.44177,             0.00050194,             0.00050194,             0.00050194
                     32,                0.08238,                0.87896,                      1,                0.44411,             0.00049487,             0.00049487,             0.00049487
                     33,                0.08062,                0.88454,                      1,                0.43918,              0.0004878,              0.0004878,              0.0004878
                     34,                 0.0796,                 0.8622,                      1,                0.45109,             0.00048074,             0.00048074,             0.00048074
                     35,                 0.0866,                0.89199,                      1,                0.43895,             0.00047367,             0.00047367,             0.00047367
                     36,                0.08473,                0.87523,                      1,                0.44523,              0.0004666,              0.0004666,              0.0004666
                     37,                 0.0776,                0.87151,                      1,                0.43792,             0.00045953,             0.00045953,             0.00045953
                     38,                0.07711,                0.88082,                      1,                0.43954,             0.00045246,             0.00045246,             0.00045246
                     39,                0.07456,                0.88454,                      1,                0.43637,             0.00044539,             0.00044539,             0.00044539
                     40,                0.06802,                0.89944,                      1,                0.43415,             0.00043832,             0.00043832,             0.00043832
                     41,                0.06963,                0.89013,                      1,                0.43144,             0.00043126,             0.00043126,             0.00043126
                     42,                0.06798,                0.87337,                      1,                0.44044,             0.00042419,             0.00042419,             0.00042419
                     43,                0.07057,                0.88454,                      1,                0.43677,             0.00041712,             0.00041712,             0.00041712
                     44,                0.06894,                0.88268,                      1,                0.43825,             0.00041005,             0.00041005,             0.00041005
                     45,                0.06549,                0.89572,                      1,                0.42914,             0.00040298,             0.00040298,             0.00040298
                     46,                0.06634,                 0.9013,                      1,                 0.4294,             0.00039591,             0.00039591,             0.00039591
                     47,                0.05903,                0.91434,                      1,                 0.4248,             0.00038884,             0.00038884,             0.00038884
                     48,                0.05784,                0.89385,                      1,                 0.4296,             0.00038178,             0.00038178,             0.00038178
                     49,                0.05714,                0.88268,                      1,                0.43065,             0.00037471,             0.00037471,             0.00037471
                     50,                0.05911,                0.88641,                      1,                 0.4286,             0.00036764,             0.00036764,             0.00036764
                     51,                0.05274,                0.88827,                      1,                0.42743,             0.00036057,             0.00036057,             0.00036057
                     52,                0.05625,                0.90689,                      1,                0.42212,              0.0003535,              0.0003535,              0.0003535
                     53,                0.04992,                 0.9162,                      1,                0.41969,             0.00034643,             0.00034643,             0.00034643
                     54,                0.05608,                0.92365,                      1,                0.41772,             0.00033936,             0.00033936,             0.00033936
                     55,                 0.0511,                0.87709,                      1,                0.43211,              0.0003323,              0.0003323,              0.0003323
                     56,                 0.0495,                0.91061,                      1,                0.42394,             0.00032523,             0.00032523,             0.00032523
                     57,                 0.0549,                0.89385,                      1,                0.42502,             0.00031816,             0.00031816,             0.00031816
                     58,                0.04711,                0.92179,                      1,                0.41706,             0.00031109,             0.00031109,             0.00031109
                     59,                0.04402,                 0.9311,                      1,                0.41063,             0.00030402,             0.00030402,             0.00030402
                     60,                0.04431,                0.90689,                      1,                0.42002,             0.00029695,             0.00029695,             0.00029695
                     61,                0.04501,                0.92365,                      1,                0.41326,             0.00028988,             0.00028988,             0.00028988
                     62,                0.03702,                0.92551,                      1,                0.41521,             0.00028282,             0.00028282,             0.00028282
                     63,                0.03987,                0.92551,                      1,                0.41059,             0.00027575,             0.00027575,             0.00027575
                     64,                 0.0399,                 0.9311,                      1,                0.40998,             0.00026868,             0.00026868,             0.00026868
                     65,                0.03891,                0.91434,                      1,                0.41435,             0.00026161,             0.00026161,             0.00026161
                     66,                0.04084,                0.88641,                      1,                0.42262,             0.00025454,             0.00025454,             0.00025454
                     67,                0.03556,                0.94041,                      1,                0.40944,             0.00024747,             0.00024747,             0.00024747
                     68,                0.03469,                0.93669,                      1,                0.41007,              0.0002404,              0.0002404,              0.0002404
                     69,                0.03695,                0.93482,                      1,                0.40806,             0.00023334,             0.00023334,             0.00023334
                     70,                0.03559,                0.93669,                      1,                0.40898,             0.00022627,             0.00022627,             0.00022627
                     71,                0.03186,                  0.946,                      1,                0.40257,              0.0002192,              0.0002192,              0.0002192
                     72,                0.03012,                0.92365,                      1,                0.40858,             0.00021213,             0.00021213,             0.00021213
                     73,                0.03446,                0.93296,                      1,                0.40678,             0.00020506,             0.00020506,             0.00020506
                     74,                0.02962,                0.93482,                      1,                0.40875,             0.00019799,             0.00019799,             0.00019799
                     75,                0.02757,                0.93296,                      1,                0.40598,             0.00019092,             0.00019092,             0.00019092
                     76,                0.02696,                0.93482,                      1,                0.40425,             0.00018385,             0.00018385,             0.00018385
                     77,                0.02583,                0.94041,                      1,                0.40309,             0.00017679,             0.00017679,             0.00017679
                     78,                 0.0274,                0.94227,                      1,                0.40102,             0.00016972,             0.00016972,             0.00016972
                     79,                0.03108,                0.93669,                      1,                0.40674,             0.00016265,             0.00016265,             0.00016265
                     80,                0.02201,                0.94972,                      1,                0.40081,             0.00015558,             0.00015558,             0.00015558
                     81,                0.02354,                0.94413,                      1,                0.40125,             0.00014851,             0.00014851,             0.00014851
                     82,                0.02892,                0.93855,                      1,                0.40104,             0.00014144,             0.00014144,             0.00014144
                     83,                0.02423,                0.94041,                      1,                0.40286,             0.00013437,             0.00013437,             0.00013437
                     84,                0.02143,                0.92551,                      1,                0.40443,             0.00012731,             0.00012731,             0.00012731
                     85,                0.01964,                0.94041,                      1,                 0.3998,             0.00012024,             0.00012024,             0.00012024
                     86,                 0.0211,                0.94227,                      1,                0.39976,             0.00011317,             0.00011317,             0.00011317
                     87,                0.02032,                0.94227,                      1,                0.39937,              0.0001061,              0.0001061,              0.0001061
                     88,                 0.0202,                0.94041,                      1,                0.39871,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.01895,                0.94041,                      1,                0.40078,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.01662,                0.94227,                      1,                0.39756,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.02222,                0.94413,                      1,                0.39769,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.01795,                0.94227,                      1,                0.39759,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.01704,                0.94413,                      1,                0.39855,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.01681,                0.94786,                      1,                0.39773,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.01644,                0.94227,                      1,                0.39786,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.01722,                0.94972,                      1,                0.39615,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.01469,                  0.946,                      1,                0.39521,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.01384,                0.95531,                      1,                0.39403,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.01557,                0.95158,                      1,                0.39376,             2.1277e-05,             2.1277e-05,             2.1277e-05
