                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.1626,                0.60022,                  1.085,                0.98185,                0.91244,                0.95813,                0.66948,                 1.0903,                0.52778,                 1.1482,               0.009109,               0.009109,               0.009109
                     21,                 1.1444,                0.58682,                 1.0794,                0.99501,                0.91849,                0.95763,                0.68271,                 1.0675,                 0.5077,                 1.1197,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.1408,                0.58323,                 1.0695,                0.98561,                0.91475,                0.95518,                 0.6779,                 1.0501,                0.50554,                 1.1272,                0.00901,                0.00901,                0.00901
                     23,                 1.1299,                 0.5747,                 1.0675,                0.99748,                0.91163,                0.96482,                0.69223,                 1.0326,                0.49831,                 1.1104,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.1211,                0.56944,                 1.0699,                0.98756,                0.91423,                0.96493,                0.69337,                 1.0223,                0.48398,                 1.1194,               0.008911,               0.008911,               0.008911
                     25,                 1.1264,                0.56898,                 1.0673,                0.99416,                0.91475,                0.96328,                0.69376,                 1.0062,                0.48083,                 1.1041,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.1065,                0.55893,                  1.057,                0.99096,                0.92166,                0.96802,                0.69695,                 1.0252,                0.48681,                 1.0995,               0.008812,               0.008812,               0.008812
                     27,                   1.11,                0.55582,                 1.0597,                0.98514,                0.91652,                0.96627,                0.69534,                 1.0068,                0.47408,                 1.0948,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.0908,                0.54728,                 1.0563,                0.97993,                0.90783,                0.96214,                0.68397,                 1.0427,                0.50188,                 1.1247,               0.008713,               0.008713,               0.008713
                     29,                 1.0929,                0.54385,                 1.0524,                0.99686,                0.91244,                0.96842,                0.69611,                 0.9942,                0.48073,                 1.0958,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.0936,                0.54072,                 1.0489,                0.99494,                0.90783,                0.96913,                0.70014,                 1.0317,                0.48172,                 1.1088,               0.008614,               0.008614,               0.008614
                     31,                 1.0702,                0.53383,                 1.0479,                 0.9918,                0.91014,                0.96927,                0.71019,                 1.0129,                0.46323,                 1.0904,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.0879,                0.53938,                 1.0459,                0.99499,                 0.9145,                  0.972,                 0.7097,                 1.0029,                0.46499,                 1.0992,               0.008515,               0.008515,               0.008515
                     33,                 1.0726,                 0.5274,                 1.0386,                0.99637,                0.91014,                 0.9741,                0.70845,                 1.0274,                 0.4544,                 1.1407,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.0599,                0.51495,                 1.0374,                0.99227,                0.90783,                 0.9621,                0.71185,                0.97763,                0.46635,                  1.083,               0.008416,               0.008416,               0.008416
                     35,                 1.0616,                0.52349,                  1.035,                0.99747,                0.90967,                0.96926,                0.71424,                0.96937,                0.45161,                 1.0785,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.0513,                0.51474,                 1.0353,                0.99086,                0.91705,                0.97139,                0.70493,                 1.0085,                 0.4547,                 1.0959,               0.008317,               0.008317,               0.008317
                     37,                 1.0501,                0.51334,                 1.0311,                 0.9975,                0.91911,                 0.9744,                0.70771,                0.99248,                0.43862,                 1.0909,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.0442,                0.50795,                 1.0236,                0.99257,                0.92291,                0.97782,                0.72863,                0.97953,                0.42306,                 1.0923,               0.008218,               0.008218,               0.008218
                     39,                 1.0509,                0.51821,                 1.0272,                0.99749,                0.91434,                0.97052,                0.71561,                0.98128,                0.44683,                 1.0925,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.0536,                0.50961,                 1.0251,                0.99006,                0.91761,                0.96873,                0.72016,                0.96208,                 0.4267,                 1.0782,               0.008119,               0.008119,               0.008119
                     41,                 1.0194,                0.50118,                 1.0221,                0.98928,                0.91705,                0.97129,                0.71376,                0.99122,                0.44793,                  1.094,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.0357,                0.50359,                 1.0268,                0.98516,                0.91769,                0.96825,                 0.7153,                0.96846,                0.44217,                   1.09,                0.00802,                0.00802,                0.00802
                     43,                 1.0258,                0.49457,                 1.0226,                0.99703,                0.91935,                 0.9736,                0.72243,                0.95152,                0.43424,                 1.0852,              0.0079705,              0.0079705,              0.0079705
                     44,                 1.0104,                 0.4862,                 1.0162,                0.99162,                0.91475,                0.97005,                0.72918,                0.96227,                0.43989,                  1.081,               0.007921,               0.007921,               0.007921
                     45,                 1.0155,                0.49466,                 1.0209,                0.99196,                0.91244,                0.97098,                0.73695,                0.93171,                0.42765,                 1.0585,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.0049,                0.48871,                 1.0175,                0.99116,                0.91935,                0.97178,                0.71522,                 1.0003,                0.44361,                 1.0881,               0.007822,               0.007822,               0.007822
                     47,                 0.9991,                0.48925,                  1.009,                  0.995,                0.91656,                0.97534,                0.72859,                0.95434,                0.43556,                 1.0793,              0.0077725,              0.0077725,              0.0077725
                     48,                0.99523,                0.47873,                 1.0112,                0.99501,                0.91805,                0.97144,                0.72988,                 0.9554,                0.42659,                  1.077,               0.007723,               0.007723,               0.007723
                     49,                 1.0047,                0.48318,                 1.0077,                0.99255,                0.92118,                 0.9758,                 0.7439,                0.94404,                0.41906,                  1.065,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.0096,                0.48797,                 1.0092,                0.99247,                0.91136,                0.96997,                0.70733,                0.99281,                0.42841,                 1.0855,               0.007624,               0.007624,               0.007624
                     51,                0.99356,                0.47991,                 1.0044,                0.98925,                0.91705,                0.97685,                0.73351,                0.92865,                 0.4155,                 1.0636,              0.0075745,              0.0075745,              0.0075745
                     52,                0.99169,                0.47538,                 1.0003,                 0.9925,                0.91473,                0.97047,                0.72879,                0.96271,                0.42292,                 1.0856,               0.007525,               0.007525,               0.007525
                     53,                0.99126,                0.47324,                 1.0044,                0.99007,                0.91897,                0.97302,                0.73359,                0.93925,                0.41035,                 1.0631,              0.0074755,              0.0074755,              0.0074755
                     54,                0.98112,                0.47793,                0.99713,                0.99747,                0.92166,                0.98149,                0.73795,                0.93357,                0.41265,                 1.0627,               0.007426,               0.007426,               0.007426
                     55,                 0.9854,                 0.4739,                0.99956,                0.99749,                0.91656,                0.98038,                0.74531,                0.92946,                0.40503,                 1.0622,              0.0073765,              0.0073765,              0.0073765
                     56,                0.97719,                0.46538,                0.99406,                0.99751,                 0.9219,                0.98229,                0.73977,                0.95156,                0.40492,                 1.0729,               0.007327,               0.007327,               0.007327
                     57,                0.96843,                 0.4658,                0.98728,                0.99478,                0.91935,                 0.9745,                0.72502,                0.95978,                 0.4208,                  1.074,              0.0072775,              0.0072775,              0.0072775
                     58,                0.96655,                0.46402,                0.99467,                0.99457,                0.92627,                0.97769,                0.74758,                0.93275,                0.40555,                 1.0654,               0.007228,               0.007228,               0.007228
                     59,                0.95952,                 0.4599,                0.99762,                0.99817,                0.92627,                0.98316,                0.74599,                0.94193,                0.41184,                 1.0664,              0.0071785,              0.0071785,              0.0071785
                     60,                0.95588,                0.45909,                0.99128,                0.99749,                0.91636,                0.98087,                0.74243,                0.92413,                0.40459,                 1.0557,               0.007129,               0.007129,               0.007129
                     61,                0.94206,                0.44699,                0.98549,                0.99751,                0.92123,                0.98331,                0.74594,                0.92649,                0.39728,                 1.0581,              0.0070795,              0.0070795,              0.0070795
                     62,                0.95349,                 0.4598,                0.98761,                0.99751,                0.92159,                 0.9805,                0.73839,                0.93382,                0.41083,                 1.0723,                0.00703,                0.00703,                0.00703
                     63,                0.94399,                0.45462,                0.98529,                0.99202,                0.91935,                0.98093,                0.74796,                0.92974,                0.40286,                 1.0561,              0.0069805,              0.0069805,              0.0069805
                     64,                0.93914,                0.44882,                0.98669,                0.99694,                0.92166,                  0.984,                0.75035,                0.92188,                0.38656,                 1.0548,               0.006931,               0.006931,               0.006931
                     65,                0.93746,                0.44542,                0.98244,                0.98765,                0.92098,                0.97805,                0.74565,                0.91994,                 0.3981,                 1.0649,              0.0068815,              0.0068815,              0.0068815
                     66,                0.94138,                0.44855,                0.98394,                0.99502,                0.92151,                0.97434,                0.74091,                0.93961,                0.40808,                 1.0687,               0.006832,               0.006832,               0.006832
                     67,                0.92931,                0.44146,                0.97603,                 0.9974,                0.92166,                0.97707,                0.74142,                0.93359,                0.39949,                 1.0689,              0.0067825,              0.0067825,              0.0067825
                     68,                0.93787,                0.44805,                0.97587,                0.99501,                0.91888,                0.97932,                0.74675,                0.94087,                0.38842,                 1.0735,               0.006733,               0.006733,               0.006733
                     69,                0.92049,                0.44171,                0.97831,                0.99068,                0.92396,                0.98027,                0.74706,                0.92803,                0.39349,                 1.0721,              0.0066835,              0.0066835,              0.0066835
                     70,                0.92778,                0.44278,                0.97425,                0.99317,                0.91475,                0.97596,                0.73487,                 0.9426,                0.39884,                 1.0763,               0.006634,               0.006634,               0.006634
                     71,                0.91067,                0.43611,                0.97133,                0.99411,                0.91705,                0.97762,                0.74074,                0.92522,                0.38323,                 1.0734,              0.0065845,              0.0065845,              0.0065845
                     72,                0.91256,                0.43539,                0.97433,                 0.9807,                0.93649,                0.97927,                0.73675,                 0.9585,                 0.3864,                 1.0906,               0.006535,               0.006535,               0.006535
                     73,                0.92261,                0.43673,                0.98015,                 0.9945,                0.92166,                0.97699,                0.74368,                 0.9212,                0.38182,                  1.068,              0.0064855,              0.0064855,              0.0064855
                     74,                0.90313,                0.42995,                0.96736,                 0.9947,                0.92627,                0.97945,                0.74494,                0.92084,                 0.3807,                 1.0673,               0.006436,               0.006436,               0.006436
                     75,                0.90842,                0.43613,                0.96889,                0.99008,                0.92024,                0.98117,                0.74843,                0.90874,                0.38306,                 1.0603,              0.0063865,              0.0063865,              0.0063865
                     76,                0.89597,                0.42542,                 0.9663,                0.99501,                 0.9185,                 0.9793,                0.74865,                0.91715,                 0.3865,                 1.0551,               0.006337,               0.006337,               0.006337
                     77,                  0.901,                0.42913,                0.96512,                0.99013,                 0.9248,                0.98178,                0.75028,                0.92626,                0.37749,                 1.0756,              0.0062875,              0.0062875,              0.0062875
                     78,                0.89566,                0.42526,                0.96703,                0.99257,                0.92389,                0.98423,                0.75127,                0.91201,                0.37156,                 1.0574,               0.006238,               0.006238,               0.006238
                     79,                0.88908,                0.41889,                0.96674,                0.99751,                0.92131,                0.98179,                0.74802,                0.92385,                0.38185,                 1.0673,              0.0061885,              0.0061885,              0.0061885
                     80,                0.88368,                0.42034,                0.96099,                  0.995,                0.91761,                0.97861,                0.74861,                0.91081,                 0.3782,                 1.0706,               0.006139,               0.006139,               0.006139
                     81,                0.88863,                0.42003,                0.96471,                0.99564,                0.91935,                0.98055,                0.75145,                0.91298,                0.37558,                 1.0575,              0.0060895,              0.0060895,              0.0060895
                     82,                0.88207,                 0.4183,                0.96198,                0.99015,                0.92616,                0.97969,                0.75509,                0.90363,                0.37793,                 1.0534,                0.00604,                0.00604,                0.00604
                     83,                0.88463,                0.42669,                0.96246,                0.97604,                0.93874,                0.97878,                0.74888,                 0.8972,                0.37142,                 1.0508,              0.0059905,              0.0059905,              0.0059905
                     84,                0.88091,                0.41898,                0.95457,                0.97579,                0.92857,                0.97738,                 0.7579,                0.89939,                0.37256,                 1.0551,               0.005941,               0.005941,               0.005941
                     85,                0.86517,                0.41564,                0.95225,                0.99503,                 0.9218,                0.98347,                0.75034,                0.91673,                0.37021,                 1.0653,              0.0058915,              0.0058915,              0.0058915
                     86,                0.87022,                0.41258,                0.95269,                      1,                0.92319,                0.98302,                0.75558,                0.90206,                0.36944,                 1.0612,               0.005842,               0.005842,               0.005842
                     87,                0.86973,                0.41992,                0.95641,                0.99018,                 0.9291,                0.98203,                0.75816,                0.89483,                0.36923,                 1.0632,              0.0057925,              0.0057925,              0.0057925
                     88,                0.86186,                0.41386,                0.95231,                0.99674,                0.91935,                0.98015,                0.75965,                0.89695,                0.37234,                 1.0549,               0.005743,               0.005743,               0.005743
                     89,                0.85451,                0.40957,                0.95376,                0.99647,                0.91935,                0.98077,                0.75522,                 0.8993,                0.37138,                 1.0555,              0.0056935,              0.0056935,              0.0056935
                     90,                0.84781,                0.40752,                0.94985,                0.99133,                0.92396,                 0.9812,                0.75883,                0.90566,                 0.3717,                 1.0578,               0.005644,               0.005644,               0.005644
                     91,                0.86022,                 0.4079,                0.95246,                0.99751,                0.92307,                0.98219,                0.75055,                0.91147,                0.36905,                  1.065,              0.0055945,              0.0055945,              0.0055945
                     92,                0.84584,                0.39981,                0.94539,                0.99387,                0.92627,                0.98427,                0.75412,                0.90553,                0.36862,                 1.0639,               0.005545,               0.005545,               0.005545
                     93,                0.84271,                0.40231,                 0.9422,                0.98539,                0.93548,                0.98012,                0.75269,                0.90842,                0.37446,                 1.0636,              0.0054955,              0.0054955,              0.0054955
                     94,                0.84043,                0.39802,                0.94579,                0.97848,                0.94297,                0.98384,                0.75577,                0.90936,                0.36311,                 1.0674,               0.005446,               0.005446,               0.005446
                     95,                0.83146,                0.39203,                0.94564,                0.99409,                0.91935,                0.97907,                0.75519,                0.89174,                0.36115,                 1.0587,              0.0053965,              0.0053965,              0.0053965
                     96,                0.83284,                  0.393,                0.94233,                0.97972,                0.93779,                0.97968,                 0.7594,                0.89833,                0.35611,                 1.0616,               0.005347,               0.005347,               0.005347
                     97,                0.83728,                0.39715,                0.94448,                0.98785,                0.93697,                0.98251,                0.76131,                0.88661,                0.35882,                 1.0508,              0.0052975,              0.0052975,              0.0052975
                     98,                0.83422,                0.39932,                0.94232,                0.98772,                0.92702,                0.98349,                0.75685,                0.90929,                0.36624,                 1.0586,               0.005248,               0.005248,               0.005248
                     99,                0.82996,                0.39741,                0.93562,                0.99505,                0.92576,                0.98349,                0.76333,                0.90409,                0.36341,                  1.064,              0.0051985,              0.0051985,              0.0051985
                    100,                0.83085,                 0.3955,                0.94082,                0.97623,                0.94625,                0.98563,                0.75807,                0.91439,                0.35917,                 1.0687,               0.005149,               0.005149,               0.005149
                    101,                 0.8135,                0.38757,                0.93597,                0.99506,                0.92873,                0.98476,                0.75957,                0.89634,                0.35704,                 1.0552,              0.0050995,              0.0050995,              0.0050995
                    102,                0.81922,                0.38726,                0.93395,                0.98285,                 0.9424,                0.98123,                0.76306,                0.89603,                0.36021,                 1.0531,                0.00505,                0.00505,                0.00505
                    103,                0.81817,                 0.3889,                0.93493,                0.97551,                 0.9424,                 0.9821,                0.75595,                0.90061,                0.35809,                 1.0597,              0.0050005,              0.0050005,              0.0050005
                    104,                0.81202,                0.38753,                0.93288,                0.96947,                0.95392,                0.98397,                0.75913,                 0.9074,                0.35941,                 1.0684,               0.004951,               0.004951,               0.004951
                    105,                0.79366,                0.38118,                0.92582,                0.97622,                0.94576,                0.98363,                0.76379,                0.90795,                0.34941,                 1.0721,              0.0049015,              0.0049015,              0.0049015
                    106,                0.80319,                0.37952,                0.93162,                 0.9768,                 0.9424,                0.98482,                0.75742,                0.89825,                0.35111,                 1.0669,               0.004852,               0.004852,               0.004852
                    107,                0.80034,                0.38181,                0.92511,                0.99012,                 0.9237,                0.98455,                0.76503,                 0.8987,                0.35528,                 1.0645,              0.0048025,              0.0048025,              0.0048025
                    108,                0.78916,                0.37724,                0.92226,                0.99506,                0.92751,                0.98169,                0.75746,                0.90677,                0.35897,                 1.0619,               0.004753,               0.004753,               0.004753
                    109,                0.78659,                0.37448,                 0.9269,                0.97807,                0.94009,                0.98284,                0.76033,                0.89931,                0.35822,                  1.067,              0.0047035,              0.0047035,              0.0047035
                    110,                0.80113,                0.37475,                0.93135,                0.99505,                0.92686,                0.98369,                0.76069,                0.90015,                 0.3508,                 1.0629,               0.004654,               0.004654,               0.004654
                    111,                 0.7885,                0.37359,                0.92957,                0.96931,                0.94931,                0.98379,                0.76269,                0.90579,                0.35075,                 1.0664,              0.0046045,              0.0046045,              0.0046045
                    112,                0.78295,                0.37236,                0.92406,                0.98097,                0.94009,                0.98231,                 0.7602,                0.90361,                0.34624,                 1.0622,               0.004555,               0.004555,               0.004555
                    113,                0.77936,                0.37179,                0.92067,                0.98317,                0.94206,                0.98265,                0.76204,                 0.9066,                0.34426,                 1.0682,              0.0045055,              0.0045055,              0.0045055
                    114,                0.77606,                0.37114,                0.92172,                0.98303,                0.93439,                0.98446,                0.75839,                0.90839,                0.34889,                 1.0714,               0.004456,               0.004456,               0.004456
                    115,                0.77495,                0.36842,                0.91993,                0.98313,                0.93982,                0.98538,                0.76462,                0.90442,                0.35016,                 1.0687,              0.0044065,              0.0044065,              0.0044065
                    116,                0.77164,                0.36569,                0.91877,                0.98654,                 0.9424,                0.98606,                0.76811,                0.90088,                0.34331,                  1.069,               0.004357,               0.004357,               0.004357
                    117,                0.77406,                0.37149,                0.91957,                0.99031,                0.94225,                0.98657,                0.76524,                0.89602,                0.34586,                 1.0696,              0.0043075,              0.0043075,              0.0043075
                    118,                 0.7712,                0.36689,                0.91075,                0.98804,                 0.9447,                0.98682,                  0.772,                0.89532,                0.34609,                 1.0688,               0.004258,               0.004258,               0.004258
                    119,                0.76764,                0.36468,                0.92022,                0.98313,                0.93988,                0.98589,                0.76601,                0.89589,                0.34735,                 1.0668,              0.0042085,              0.0042085,              0.0042085
                    120,                0.76547,                0.36387,                0.91877,                0.98791,                0.94131,                0.98778,                0.76027,                0.90493,                0.34312,                 1.0698,               0.004159,               0.004159,               0.004159
                    121,                0.75389,                0.36092,                0.91108,                0.98538,                0.93184,                0.98569,                0.76474,                0.90233,                0.34171,                 1.0711,              0.0041095,              0.0041095,              0.0041095
                    122,                0.76181,                0.36335,                0.92174,                0.98547,                0.93748,                0.98628,                0.76857,                0.89975,                 0.3423,                 1.0705,                0.00406,                0.00406,                0.00406
                    123,                0.75807,                0.36295,                0.91744,                0.98291,                0.93779,                0.98377,                0.76037,                 0.8992,                0.33958,                 1.0678,              0.0040105,              0.0040105,              0.0040105
                    124,                0.75161,                0.35794,                0.91608,                0.98319,                 0.9433,                0.98542,                0.76246,                0.90567,                 0.3449,                 1.0718,               0.003961,               0.003961,               0.003961
                    125,                0.74736,                 0.3581,                0.90692,                0.98792,                0.94196,                0.98618,                0.76417,                0.91201,                0.34191,                 1.0786,              0.0039115,              0.0039115,              0.0039115
                    126,                0.74456,                 0.3513,                0.90815,                0.98795,                 0.9446,                0.98733,                0.76821,                0.89948,                0.33821,                 1.0701,               0.003862,               0.003862,               0.003862
                    127,                0.74419,                0.35427,                0.90987,                0.98792,                0.94207,                0.98763,                0.76448,                0.90432,                0.34313,                 1.0731,              0.0038125,              0.0038125,              0.0038125
                    128,                 0.7386,                0.35157,                0.90874,                0.98164,                 0.9447,                0.98804,                0.76281,                0.90611,                0.33977,                 1.0738,               0.003763,               0.003763,               0.003763
                    129,                0.73548,                0.34907,                0.90789,                0.97895,                  0.947,                0.98561,                0.76678,                0.90121,                0.34061,                  1.067,              0.0037135,              0.0037135,              0.0037135
                    130,                0.72418,                0.34301,                0.90697,                0.98561,                0.94659,                 0.9862,                0.77039,                0.89758,                0.34047,                 1.0676,               0.003664,               0.003664,               0.003664
                    131,                0.72695,                 0.3456,                0.90259,                0.98566,                0.95034,                0.98643,                0.77143,                0.90113,                0.34099,                 1.0718,              0.0036145,              0.0036145,              0.0036145
                    132,                0.72712,                0.34785,                0.90584,                 0.9943,                0.92857,                0.98433,                0.76759,                0.89643,                0.34403,                 1.0698,               0.003565,               0.003565,               0.003565
                    133,                0.72799,                0.34713,                 0.9098,                0.99263,                0.93103,                0.98457,                0.76664,                 0.9003,                0.34389,                 1.0719,              0.0035155,              0.0035155,              0.0035155
                    134,                0.71603,                0.34265,                0.89802,                0.99508,                0.93186,                0.98358,                0.76685,                  0.894,                 0.3421,                 1.0747,               0.003466,               0.003466,               0.003466
                    135,                0.72009,                0.34378,                0.90583,                0.99265,                0.93365,                0.98534,                0.76998,                0.89245,                0.33777,                 1.0729,              0.0034165,              0.0034165,              0.0034165
                    136,                 0.7112,                 0.3399,                0.89817,                 0.9902,                0.93105,                0.98669,                0.77058,                0.88961,                0.33715,                 1.0742,               0.003367,               0.003367,               0.003367
                    137,                0.71021,                0.34054,                0.90231,                0.98315,                0.94086,                0.98586,                0.77071,                0.88193,                0.33442,                 1.0731,              0.0033175,              0.0033175,              0.0033175
                    138,                0.70308,                0.33713,                0.89684,                0.98322,                 0.9451,                0.98708,                 0.7673,                0.88951,                0.33414,                 1.0762,               0.003268,               0.003268,               0.003268
                    139,                0.71088,                0.33609,                0.89936,                0.98552,                0.94101,                0.98575,                0.76375,                0.89758,                 0.3374,                 1.0813,              0.0032185,              0.0032185,              0.0032185
                    140,                0.70346,                0.33991,                0.90288,                0.98544,                0.93557,                0.98922,                0.76927,                 0.8988,                0.33728,                 1.0826,               0.003169,               0.003169,               0.003169
                    141,                0.69303,                0.33681,                0.89955,                0.98543,                 0.9424,                0.98915,                0.76993,                0.90107,                 0.3378,                 1.0803,              0.0031195,              0.0031195,              0.0031195
                    142,                0.69514,                0.33363,                0.88991,                0.98346,                0.93779,                0.98923,                0.77022,                0.90012,                 0.3345,                 1.0799,                0.00307,                0.00307,                0.00307
                    143,                0.69507,                0.33282,                0.89217,                0.98365,                0.94009,                0.98639,                0.77013,                0.90159,                0.33976,                 1.0804,              0.0030205,              0.0030205,              0.0030205
                    144,                0.68699,                0.32713,                0.89257,                0.98319,                0.94319,                0.98691,                0.77162,                0.89976,                0.33812,                 1.0795,               0.002971,               0.002971,               0.002971
                    145,                0.68902,                0.32627,                0.89431,                 0.9914,                0.93779,                0.98687,                0.76997,                0.90195,                0.33784,                 1.0832,              0.0029215,              0.0029215,              0.0029215
                    146,                0.68188,                0.32526,                0.89449,                0.98643,                 0.9424,                0.98615,                0.76793,                0.90491,                0.33958,                  1.082,               0.002872,               0.002872,               0.002872
                    147,                 0.6784,                0.32616,                0.89103,                0.99269,                0.93897,                0.98654,                0.76889,                0.90422,                0.33968,                 1.0812,              0.0028225,              0.0028225,              0.0028225
                    148,                 0.6697,                0.32197,                  0.886,                0.98508,                 0.9424,                0.98592,                0.76877,                0.90092,                0.33748,                 1.0813,               0.002773,               0.002773,               0.002773
                    149,                0.67668,                0.32197,                 0.8914,                0.98715,                 0.9424,                0.98635,                0.77077,                0.89888,                0.33797,                 1.0814,              0.0027235,              0.0027235,              0.0027235
                    150,                0.67357,                0.32502,                0.88989,                0.98983,                 0.9424,                0.98623,                0.77029,                0.89417,                0.33757,                 1.0807,               0.002674,               0.002674,               0.002674
                    151,                0.66769,                0.31948,                0.88779,                0.98565,                 0.9424,                0.98604,                0.76966,                0.89353,                0.33869,                 1.0811,              0.0026245,              0.0026245,              0.0026245
                    152,                0.65575,                0.31344,                0.88276,                 0.9823,                  0.947,                0.98579,                0.76735,                 0.8942,                0.33751,                 1.0827,               0.002575,               0.002575,               0.002575
                    153,                0.66132,                0.31676,                0.88379,                0.98089,                0.94619,                0.98536,                0.76975,                0.89484,                 0.3401,                 1.0812,              0.0025255,              0.0025255,              0.0025255
                    154,                0.65963,                0.31702,                0.88686,                0.98794,                0.94393,                 0.9857,                 0.7676,                0.89673,                0.33919,                 1.0821,               0.002476,               0.002476,               0.002476
                    155,                0.65835,                0.31657,                0.88553,                0.98645,                 0.9447,                0.98508,                0.76867,                0.89758,                0.33643,                 1.0818,              0.0024265,              0.0024265,              0.0024265
                    156,                0.64318,                0.30837,                  0.881,                0.98727,                 0.9447,                0.98582,                0.76706,                0.89887,                0.33872,                 1.0822,               0.002377,               0.002377,               0.002377
                    157,                0.65246,                0.31056,                0.88601,                0.98793,                 0.9431,                0.98574,                0.76806,                0.90265,                 0.3379,                 1.0839,              0.0023275,              0.0023275,              0.0023275
                    158,                0.65465,                0.31533,                0.88182,                0.98555,                0.94266,                0.98651,                0.76792,                 0.9029,                0.33794,                  1.085,               0.002278,               0.002278,               0.002278
                    159,                0.64533,                0.30719,                0.87876,                0.98694,                 0.9424,                0.98581,                0.77089,                0.89938,                0.33712,                 1.0867,              0.0022285,              0.0022285,              0.0022285
