                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                0.04414,                0.89944,                      1,                0.41808,             0.00040769,             0.00040769,             0.00040769
                     67,                0.04299,                0.92365,                      1,                0.41505,             0.00040298,             0.00040298,             0.00040298
                     68,                0.04048,                0.92737,                      1,                0.41168,             0.00039827,             0.00039827,             0.00039827
                     69,                0.04273,                0.93296,                      1,                0.41021,             0.00039356,             0.00039356,             0.00039356
                     70,                0.04566,                0.92737,                      1,                0.41024,             0.00038884,             0.00038884,             0.00038884
                     71,                0.03734,                0.94227,                      1,                0.40542,             0.00038413,             0.00038413,             0.00038413
                     72,                 0.0368,                0.92737,                      1,                0.40912,             0.00037942,             0.00037942,             0.00037942
                     73,                  0.042,                0.94041,                      1,                0.40822,             0.00037471,             0.00037471,             0.00037471
                     74,                0.03351,                0.94041,                      1,                0.40634,             0.00036999,             0.00036999,             0.00036999
                     75,                0.03036,                0.93669,                      1,                0.40568,             0.00036528,             0.00036528,             0.00036528
                     76,                0.03383,                0.93296,                      1,                0.40674,             0.00036057,             0.00036057,             0.00036057
                     77,                0.03512,                0.93296,                      1,                0.40708,             0.00035586,             0.00035586,             0.00035586
                     78,                0.03492,                0.92551,                      1,                0.41118,             0.00035115,             0.00035115,             0.00035115
                     79,                0.03428,                0.92924,                      1,                0.40667,             0.00034643,             0.00034643,             0.00034643
                     80,                0.03066,                 0.9311,                      1,                 0.4047,             0.00034172,             0.00034172,             0.00034172
                     81,                0.03217,                0.93482,                      1,                0.40389,             0.00033701,             0.00033701,             0.00033701
                     82,                0.04223,                0.93669,                      1,                0.40342,              0.0003323,              0.0003323,              0.0003323
                     83,                0.03282,                0.94227,                      1,                0.39949,             0.00032758,             0.00032758,             0.00032758
                     84,                0.02768,                0.93855,                      1,                0.40187,             0.00032287,             0.00032287,             0.00032287
                     85,                0.02823,                0.93855,                      1,                0.40085,             0.00031816,             0.00031816,             0.00031816
                     86,                0.03043,                0.94413,                      1,                0.39959,             0.00031345,             0.00031345,             0.00031345
                     87,                0.02582,                0.93296,                      1,                0.40147,             0.00030873,             0.00030873,             0.00030873
                     88,                0.02633,                0.94413,                      1,                0.39931,             0.00030402,             0.00030402,             0.00030402
                     89,                0.02858,                0.95903,                      1,                 0.3962,             0.00029931,             0.00029931,             0.00029931
                     90,                0.02227,                  0.946,                      1,                 0.3975,              0.0002946,              0.0002946,              0.0002946
                     91,                0.02454,                0.94786,                      1,                 0.3958,             0.00028988,             0.00028988,             0.00028988
                     92,                0.02782,                  0.946,                      1,                0.40108,             0.00028517,             0.00028517,             0.00028517
                     93,                0.02356,                  0.946,                      1,                0.39758,             0.00028046,             0.00028046,             0.00028046
                     94,                 0.0254,                0.93669,                      1,                0.39964,             0.00027575,             0.00027575,             0.00027575
                     95,                0.02768,                0.94413,                      1,                0.39997,             0.00027103,             0.00027103,             0.00027103
                     96,                0.02286,                  0.946,                      1,                0.39943,             0.00026632,             0.00026632,             0.00026632
                     97,                0.02062,                0.94041,                      1,                0.39808,             0.00026161,             0.00026161,             0.00026161
                     98,                 0.0237,                0.94972,                      1,                0.39486,              0.0002569,              0.0002569,              0.0002569
                     99,                0.02283,                0.94972,                      1,                0.39478,             0.00025218,             0.00025218,             0.00025218
                    100,                0.02256,                0.94227,                      1,                0.39818,             0.00024747,             0.00024747,             0.00024747
                    101,                0.02005,                  0.946,                      1,                0.39773,             0.00024276,             0.00024276,             0.00024276
                    102,                0.02322,                0.95158,                      1,                0.39548,             0.00023805,             0.00023805,             0.00023805
                    103,                0.01763,                0.95158,                      1,                0.39462,             0.00023334,             0.00023334,             0.00023334
                    104,                0.02127,                0.94413,                      1,                0.39885,             0.00022862,             0.00022862,             0.00022862
                    105,                 0.0175,                0.94972,                      1,                0.39503,             0.00022391,             0.00022391,             0.00022391
                    106,                0.02133,                0.94972,                      1,                0.39292,              0.0002192,              0.0002192,              0.0002192
                    107,                0.01658,                0.94972,                      1,                0.39581,             0.00021449,             0.00021449,             0.00021449
                    108,                0.01629,                  0.946,                      1,                0.39486,             0.00020977,             0.00020977,             0.00020977
                    109,                0.01726,                0.94413,                      1,                 0.3937,             0.00020506,             0.00020506,             0.00020506
                    110,                0.01709,                0.95158,                      1,                0.39391,             0.00020035,             0.00020035,             0.00020035
                    111,                0.01452,                0.94227,                      1,                 0.3961,             0.00019564,             0.00019564,             0.00019564
                    112,                0.01623,                0.95158,                      1,                0.39289,             0.00019092,             0.00019092,             0.00019092
                    113,                0.01623,                0.94786,                      1,                0.39519,             0.00018621,             0.00018621,             0.00018621
                    114,                 0.0141,                0.95531,                      1,                0.39096,              0.0001815,              0.0001815,              0.0001815
                    115,                0.01655,                0.94972,                      1,                0.39345,             0.00017679,             0.00017679,             0.00017679
                    116,                0.01351,                0.94413,                      1,                0.39535,             0.00017207,             0.00017207,             0.00017207
                    117,                0.01396,                0.95717,                      1,                 0.3908,             0.00016736,             0.00016736,             0.00016736
                    118,                0.01397,                0.95345,                      1,                0.39074,             0.00016265,             0.00016265,             0.00016265
                    119,                0.01699,                0.94972,                      1,                0.39462,             0.00015794,             0.00015794,             0.00015794
                    120,                0.01499,                0.95531,                      1,                0.39127,             0.00015322,             0.00015322,             0.00015322
                    121,                0.01414,                0.94972,                      1,                0.39493,             0.00014851,             0.00014851,             0.00014851
                    122,                0.01349,                0.95531,                      1,                0.39242,              0.0001438,              0.0001438,              0.0001438
                    123,                0.01423,                0.94786,                      1,                 0.3936,             0.00013909,             0.00013909,             0.00013909
                    124,                0.01486,                0.95158,                      1,                0.39266,             0.00013437,             0.00013437,             0.00013437
                    125,                0.01274,                0.95345,                      1,                 0.3911,             0.00012966,             0.00012966,             0.00012966
                    126,                0.01221,                0.95345,                      1,                0.39103,             0.00012495,             0.00012495,             0.00012495
                    127,                 0.0094,                0.95345,                      1,                0.38969,             0.00012024,             0.00012024,             0.00012024
                    128,                0.01276,                0.95531,                      1,                0.39123,             0.00011553,             0.00011553,             0.00011553
                    129,                0.01011,                0.95903,                      1,                0.39127,             0.00011081,             0.00011081,             0.00011081
                    130,                 0.0098,                0.94972,                      1,                0.39038,              0.0001061,              0.0001061,              0.0001061
                    131,                0.00984,                0.95903,                      1,                0.38999,             0.00010139,             0.00010139,             0.00010139
                    132,                0.01094,                0.95531,                      1,                0.38953,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    133,                0.01002,                0.96276,                      1,                0.38979,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    134,                0.00804,                0.95903,                      1,                0.38962,             8.7251e-05,             8.7251e-05,             8.7251e-05
                    135,                0.01073,                0.96462,                      1,                0.38882,             8.2538e-05,             8.2538e-05,             8.2538e-05
                    136,                0.00914,                0.96276,                      1,                0.38866,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    137,                0.01104,                0.95531,                      1,                0.38973,             7.3114e-05,             7.3114e-05,             7.3114e-05
                    138,                0.00782,                0.96089,                      1,                0.39042,             6.8401e-05,             6.8401e-05,             6.8401e-05
                    139,                0.00865,                0.96089,                      1,                0.38929,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    140,                0.00885,                0.96089,                      1,                0.39062,             5.8976e-05,             5.8976e-05,             5.8976e-05
                    141,                0.00784,                0.95903,                      1,                0.38975,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    142,                0.00703,                0.96462,                      1,                0.38874,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    143,                0.00791,                0.96834,                      1,                0.38703,             4.4839e-05,             4.4839e-05,             4.4839e-05
                    144,                0.00903,                0.96834,                      1,                0.38706,             4.0127e-05,             4.0127e-05,             4.0127e-05
                    145,                 0.0086,                0.96462,                      1,                0.38742,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    146,                0.00756,                0.96648,                      1,                 0.3881,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    147,                0.00796,                0.96276,                      1,                0.38847,              2.599e-05,              2.599e-05,              2.599e-05
                    148,                0.00803,                0.96089,                      1,                0.38798,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    149,                0.00654,                0.96462,                      1,                0.38752,             1.6565e-05,             1.6565e-05,             1.6565e-05
