                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.01015,                0.95717,                      1,                0.38797,             0.00040769,             0.00040769,             0.00040769
                     68,                0.01121,                0.95717,                      1,                0.38827,             0.00040298,             0.00040298,             0.00040298
                     69,                 0.0099,                0.95903,                      1,                0.38873,             0.00039827,             0.00039827,             0.00039827
                     70,                 0.0073,                0.96462,                      1,                0.38682,             0.00039356,             0.00039356,             0.00039356
                     71,                0.01116,                0.94227,                      1,                0.39242,             0.00038884,             0.00038884,             0.00038884
                     72,                0.01035,                0.96089,                      1,                0.38679,             0.00038413,             0.00038413,             0.00038413
                     73,                0.00766,                0.95345,                      1,                0.38866,             0.00037942,             0.00037942,             0.00037942
                     74,                0.00975,                0.96834,                      1,                0.38449,             0.00037471,             0.00037471,             0.00037471
                     75,                 0.0076,                0.96648,                      1,                0.38333,             0.00036999,             0.00036999,             0.00036999
                     76,                0.00838,                0.97393,                      1,                0.38303,             0.00036528,             0.00036528,             0.00036528
                     77,                0.00898,                0.97207,                      1,                 0.3827,             0.00036057,             0.00036057,             0.00036057
                     78,                0.00693,                0.95903,                      1,                0.38782,             0.00035586,             0.00035586,             0.00035586
                     79,                0.00834,                0.97207,                      1,                0.38237,             0.00035115,             0.00035115,             0.00035115
                     80,                 0.0089,                0.97207,                      1,                0.38254,             0.00034643,             0.00034643,             0.00034643
                     81,                0.00722,                0.96648,                      1,                0.38533,             0.00034172,             0.00034172,             0.00034172
                     82,                0.00621,                0.96462,                      1,                  0.386,             0.00033701,             0.00033701,             0.00033701
                     83,                0.00816,                0.96834,                      1,                0.38477,              0.0003323,              0.0003323,              0.0003323
                     84,                 0.0069,                0.96648,                      1,                 0.3839,             0.00032758,             0.00032758,             0.00032758
                     85,                0.00535,                0.96089,                      1,                0.38647,             0.00032287,             0.00032287,             0.00032287
                     86,                0.00943,                0.96276,                      1,                 0.3841,             0.00031816,             0.00031816,             0.00031816
                     87,                0.00494,                0.96276,                      1,                0.38441,             0.00031345,             0.00031345,             0.00031345
                     88,                0.00447,                0.97579,                      1,                0.38175,             0.00030873,             0.00030873,             0.00030873
                     89,                 0.0053,                 0.9702,                      1,                0.38198,             0.00030402,             0.00030402,             0.00030402
                     90,                0.00883,                0.97207,                      1,                0.38267,             0.00029931,             0.00029931,             0.00029931
                     91,                0.00688,                0.95903,                      1,                0.38833,              0.0002946,              0.0002946,              0.0002946
                     92,                 0.0062,                0.97393,                      1,                0.38103,             0.00028988,             0.00028988,             0.00028988
                     93,                0.00632,                0.96462,                      1,                0.38365,             0.00028517,             0.00028517,             0.00028517
                     94,                0.00536,                0.96089,                      1,                0.38629,             0.00028046,             0.00028046,             0.00028046
                     95,                0.00454,                0.96834,                      1,                0.38568,             0.00027575,             0.00027575,             0.00027575
                     96,                0.00591,                0.96462,                      1,                0.38336,             0.00027103,             0.00027103,             0.00027103
                     97,                0.00536,                0.95717,                      1,                0.38658,             0.00026632,             0.00026632,             0.00026632
                     98,                0.00379,                0.96834,                      1,                0.38433,             0.00026161,             0.00026161,             0.00026161
                     99,                0.00723,                0.97207,                      1,                0.38294,              0.0002569,              0.0002569,              0.0002569
                    100,                0.00462,                0.96834,                      1,                0.38389,             0.00025218,             0.00025218,             0.00025218
                    101,                0.00307,                0.97207,                      1,                0.38195,             0.00024747,             0.00024747,             0.00024747
                    102,                0.00454,                0.96648,                      1,                 0.3827,             0.00024276,             0.00024276,             0.00024276
                    103,                0.00456,                0.96462,                      1,                0.38525,             0.00023805,             0.00023805,             0.00023805
                    104,                0.00616,                0.95717,                      1,                0.38811,             0.00023334,             0.00023334,             0.00023334
                    105,                0.00358,                 0.9702,                      1,                0.38319,             0.00022862,             0.00022862,             0.00022862
                    106,                0.00384,                 0.9702,                      1,                0.38264,             0.00022391,             0.00022391,             0.00022391
                    107,                0.00333,                0.96462,                      1,                0.38329,              0.0002192,              0.0002192,              0.0002192
                    108,                0.00374,                 0.9702,                      1,                0.38238,             0.00021449,             0.00021449,             0.00021449
                    109,                0.00421,                0.96462,                      1,                0.38372,             0.00020977,             0.00020977,             0.00020977
                    110,                0.00385,                 0.9702,                      1,                0.38367,             0.00020506,             0.00020506,             0.00020506
                    111,                0.00296,                0.96648,                      1,                0.38492,             0.00020035,             0.00020035,             0.00020035
                    112,                0.00319,                0.96648,                      1,                0.38421,             0.00019564,             0.00019564,             0.00019564
                    113,                0.00336,                0.96648,                      1,                0.38395,             0.00019092,             0.00019092,             0.00019092
                    114,                0.00561,                 0.9702,                      1,                0.38271,             0.00018621,             0.00018621,             0.00018621
                    115,                0.00255,                0.96089,                      1,                0.38429,              0.0001815,              0.0001815,              0.0001815
                    116,                0.00387,                0.96834,                      1,                0.38254,             0.00017679,             0.00017679,             0.00017679
                    117,                0.00242,                 0.9702,                      1,                0.38136,             0.00017207,             0.00017207,             0.00017207
                    118,                0.00257,                0.97393,                      1,                0.38092,             0.00016736,             0.00016736,             0.00016736
                    119,                0.00272,                0.97579,                      1,                0.38039,             0.00016265,             0.00016265,             0.00016265
                    120,                0.00325,                0.96834,                      1,                0.38149,             0.00015794,             0.00015794,             0.00015794
                    121,                 0.0026,                0.97579,                      1,                0.38043,             0.00015322,             0.00015322,             0.00015322
                    122,                0.00134,                 0.9702,                      1,                0.38169,             0.00014851,             0.00014851,             0.00014851
                    123,                0.00208,                 0.9702,                      1,                0.38089,              0.0001438,              0.0001438,              0.0001438
                    124,                 0.0024,                0.97207,                      1,                0.38033,             0.00013909,             0.00013909,             0.00013909
                    125,                0.00187,                0.97765,                      1,                 0.3796,             0.00013437,             0.00013437,             0.00013437
                    126,                0.00252,                0.97579,                      1,                 0.3804,             0.00012966,             0.00012966,             0.00012966
                    127,                0.00118,                0.97393,                      1,                0.38043,             0.00012495,             0.00012495,             0.00012495
                    128,                0.00098,                0.97765,                      1,                0.37942,             0.00012024,             0.00012024,             0.00012024
                    129,                0.00108,                0.96648,                      1,                0.38235,             0.00011553,             0.00011553,             0.00011553
                    130,                0.00184,                 0.9702,                      1,                0.38162,             0.00011081,             0.00011081,             0.00011081
                    131,                0.00095,                0.97207,                      1,                0.38135,              0.0001061,              0.0001061,              0.0001061
                    132,                0.00122,                0.96462,                      1,                0.38227,             0.00010139,             0.00010139,             0.00010139
                    133,                0.00279,                0.96276,                      1,                0.38258,             9.6676e-05,             9.6676e-05,             9.6676e-05
                    134,                0.00317,                0.96089,                      1,                0.38435,             9.1963e-05,             9.1963e-05,             9.1963e-05
